StudentID,study_hours,attendance_percentage,participation_rate,total_score,grade,at_risk,risk_label,attendance_band,study_band,meets_70_rule,dataset
2230,1.9,78.1,5.1,65.2,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2231,22.1,89.0,4.0,99.5,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2232,10.2,75.8,5.7,75.9,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2233,20.5,63.4,7.8,94.6,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
2234,1.2,96.8,3.3,65.2,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2235,21.2,75.3,5.7,99.5,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2236,6.5,71.4,6.0,67.5,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2237,20.1,79.7,9.3,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2238,15.1,95.6,7.5,86.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2239,8.3,87.9,4.4,73.9,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2240,12.2,100.0,5.2,86.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2241,19.8,95.1,5.8,95.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2242,15.7,71.4,9.8,78.6,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2243,19.1,80.5,7.2,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2244,28.8,76.6,8.2,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2245,4.1,72.7,2.6,64.8,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2246,26.3,95.9,3.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2247,15.7,68.8,10.0,89.1,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
2248,8.7,82.5,2.3,79.8,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2249,5.7,91.4,5.5,42.3,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
2250,13.7,71.5,6.0,67.3,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2251,21.5,86.7,3.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2252,14.1,93.7,6.6,68.8,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2253,25.6,65.5,8.8,99.4,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
2254,4.8,93.1,5.9,66.3,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2255,14.9,82.8,3.2,85.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2256,6.2,80.9,5.9,80.8,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2257,17.5,93.5,2.0,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2258,21.2,100.0,3.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2259,12.1,70.5,7.8,76.6,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2260,0.0,95.4,4.4,34.9,F,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
2261,16.4,90.5,8.1,77.9,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2262,18.1,81.9,5.2,82.4,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2263,17.8,87.4,6.3,82.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2264,23.7,78.4,8.5,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2265,7.5,71.1,4.4,55.3,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2266,19.8,100.0,6.1,85.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2267,23.3,100.0,3.2,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2268,2.5,98.3,9.3,63.7,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2269,17.2,74.4,4.2,88.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2270,11.5,88.0,5.3,90.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2271,14.4,100.0,5.2,89.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2272,17.4,75.8,6.7,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2273,11.6,84.2,7.4,90.1,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2274,10.3,84.9,8.2,68.5,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2275,15.2,82.0,7.0,87.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2276,7.4,69.4,8.4,86.4,A,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
2277,7.4,80.3,6.9,56.5,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2278,19.8,91.3,7.7,88.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2279,7.0,95.2,4.0,87.0,A,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2280,19.7,91.4,3.0,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2281,18.2,83.7,6.6,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2282,2.9,89.5,5.6,58.5,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2283,10.3,100.0,6.5,72.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2284,23.4,99.1,5.9,93.5,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2285,8.1,96.1,4.3,83.9,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2286,11.7,93.6,5.2,70.8,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2287,18.2,95.7,7.0,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2288,20.5,66.7,4.3,98.8,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
2289,13.2,71.5,6.1,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2290,10.8,86.1,4.9,85.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2291,25.0,80.8,7.1,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2292,27.2,95.3,8.5,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2293,21.9,81.4,7.6,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2294,15.6,62.4,6.3,97.1,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
2295,9.3,78.8,7.1,89.1,A,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2296,9.2,91.3,4.8,81.9,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2297,18.7,93.7,4.9,93.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2298,17.9,80.0,4.0,98.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2299,24.8,66.8,4.2,100.0,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
2300,19.6,90.6,1.8,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2301,4.5,88.6,6.1,35.2,F,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
2302,22.4,88.3,5.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2303,8.0,88.3,2.9,77.0,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2304,12.3,79.9,6.3,76.9,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2305,16.8,79.8,5.1,86.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2306,29.0,81.3,5.6,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2307,36.8,81.0,8.5,100.0,A,0,Not at risk,70-85%,Over 30h,Eligible,B (secondary)
2308,19.2,81.9,9.4,92.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2309,13.7,100.0,5.7,74.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2310,18.7,78.1,6.6,91.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2311,21.2,90.1,3.9,96.7,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2312,12.8,79.6,3.9,77.5,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2313,27.6,93.5,3.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2314,16.6,74.8,3.7,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2315,18.5,100.0,5.5,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2316,19.7,98.4,9.3,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2317,18.0,88.3,7.4,99.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2318,20.9,80.0,5.9,97.6,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2319,10.7,67.2,6.0,80.1,B,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
2320,11.1,88.0,4.6,88.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2321,7.3,85.7,6.1,66.3,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2322,18.1,76.7,3.7,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2323,20.5,85.9,6.5,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2324,18.2,68.6,6.1,100.0,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
2325,26.7,100.0,3.4,97.2,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2326,15.0,83.2,10.0,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2327,19.7,100.0,6.4,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2328,7.4,66.1,4.5,69.8,C,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
2329,12.3,82.7,6.6,73.9,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2330,19.9,68.5,7.5,100.0,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
2331,20.9,75.0,4.8,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2332,12.9,96.6,3.5,89.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2333,14.5,100.0,7.2,89.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2334,4.4,91.9,8.0,66.9,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2335,12.5,79.6,5.4,90.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2336,21.2,88.7,6.2,98.7,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2337,19.0,86.9,6.7,94.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2338,18.5,92.0,5.9,85.2,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2339,15.3,83.1,8.3,90.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2340,15.0,73.4,5.6,96.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2341,10.4,79.4,10.0,84.3,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2342,19.9,81.3,4.0,95.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2343,17.9,89.0,4.6,85.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2344,18.4,82.1,7.8,98.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2345,11.3,95.9,4.7,91.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2346,0.0,88.2,5.4,24.3,F,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
2347,22.7,94.9,6.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2348,11.6,80.9,8.5,65.9,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2349,9.0,67.2,7.3,69.6,C,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
2350,19.9,87.2,4.7,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2351,12.3,67.5,6.9,85.8,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
2352,22.4,94.0,6.7,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2353,19.3,93.4,7.8,98.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2354,19.8,81.2,9.3,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2355,5.4,92.5,6.1,83.6,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2356,23.5,94.8,1.2,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2357,16.8,81.4,7.3,81.7,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2358,12.4,87.5,8.5,80.4,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2359,16.0,73.3,7.6,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2360,2.6,96.8,5.4,61.8,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2361,17.9,69.7,6.0,100.0,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
2362,7.8,78.3,8.3,78.7,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2363,5.5,93.1,7.9,66.4,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2364,4.3,83.7,6.4,63.9,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2365,22.8,98.7,7.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2366,10.6,100.0,6.7,54.7,D,1,At risk,Above 85%,10-20h,Eligible,B (secondary)
2367,25.7,75.3,2.0,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2368,11.2,66.6,6.2,63.4,C,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
2369,3.0,100.0,5.7,53.2,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
2370,7.2,89.3,7.1,74.1,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2371,23.7,100.0,7.3,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2372,13.9,100.0,8.1,91.2,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2373,11.2,92.0,2.8,77.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2374,16.1,93.5,7.4,89.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2375,18.5,92.7,7.0,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2376,22.8,92.2,7.2,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2377,25.1,80.0,7.9,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2378,12.5,97.9,4.0,97.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2379,5.7,85.7,6.0,60.5,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2380,12.1,90.0,3.9,82.6,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2381,16.8,86.3,8.1,93.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2382,8.3,93.9,3.7,73.6,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2383,8.3,90.3,2.9,80.8,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2384,17.4,87.8,6.1,74.2,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2385,14.7,75.5,9.5,77.9,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2386,15.2,81.9,2.4,98.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2387,9.7,86.0,6.3,80.2,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2388,13.4,79.8,5.8,80.4,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2389,8.5,90.7,6.2,87.6,A,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2390,21.2,92.5,4.3,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2391,22.2,62.8,4.8,91.7,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
2392,2.1,72.9,6.3,46.2,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
2393,8.5,76.0,4.7,83.6,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2394,4.5,80.6,2.3,54.9,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
2395,10.4,80.2,6.6,67.6,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2396,14.4,81.7,1.8,86.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2397,4.9,86.5,6.8,44.0,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
2398,8.5,89.2,5.4,71.4,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2399,8.0,91.9,8.2,87.5,A,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2400,16.5,79.7,5.1,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2401,15.5,75.6,5.0,97.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2402,9.9,98.5,5.8,75.4,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2403,16.2,99.6,4.6,84.1,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2404,11.2,71.3,7.0,83.3,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2405,13.1,83.1,7.5,92.9,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2406,26.7,100.0,6.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2407,24.4,85.4,5.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2408,5.9,68.2,8.9,63.3,C,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
2409,20.8,74.3,6.1,96.1,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2410,20.7,82.4,6.3,94.3,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2411,7.0,76.2,6.7,73.8,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2412,20.7,92.1,5.6,96.9,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2413,25.8,86.8,3.3,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2414,7.1,87.5,2.9,57.7,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2415,8.6,70.9,4.7,70.3,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2416,22.1,71.9,5.8,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2417,16.9,81.2,6.5,86.7,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2418,18.9,80.3,6.8,96.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2419,17.4,88.7,2.7,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2420,17.7,87.5,7.5,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2421,5.7,93.2,6.8,72.2,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2422,22.3,86.5,6.7,99.8,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2423,23.2,84.9,6.0,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2424,13.4,83.4,3.5,87.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2425,14.7,84.0,5.6,84.7,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2426,4.3,86.8,4.5,56.1,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2427,18.6,92.0,6.7,96.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2428,19.0,93.3,3.6,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2429,14.6,88.4,9.8,87.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2430,22.9,78.6,9.8,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2431,12.7,75.1,6.7,79.5,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2432,19.0,77.2,7.9,99.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2433,7.9,86.9,9.3,79.6,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2434,14.8,93.6,9.2,94.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2435,13.8,63.9,7.9,73.8,B,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
2436,16.6,69.1,4.9,88.1,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
2437,12.4,100.0,8.0,67.6,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2438,14.1,84.1,5.4,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2439,20.8,86.9,2.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2440,11.9,71.1,6.4,84.7,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2441,3.8,76.6,4.2,67.7,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2442,27.2,81.0,4.0,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2443,24.7,74.3,9.4,99.6,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2444,6.0,68.7,7.1,53.9,D,1,At risk,50-70%,Under 10h,Not eligible,B (secondary)
2445,19.8,93.4,5.8,98.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2446,11.5,85.0,10.0,81.2,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2447,16.8,80.1,7.2,99.7,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2448,17.1,93.0,5.7,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2449,13.4,93.0,6.8,89.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2450,9.5,100.0,6.9,87.0,A,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2451,10.2,84.9,5.2,73.1,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2452,8.6,75.9,8.2,61.1,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2453,9.2,80.9,4.4,69.2,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2454,14.5,99.8,6.0,83.2,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2455,10.0,77.8,4.0,68.4,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2456,19.8,80.1,3.6,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2457,25.4,96.4,4.3,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2458,10.9,83.7,7.7,62.6,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2459,16.7,100.0,4.7,67.9,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2460,18.5,98.6,4.9,97.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2461,18.3,90.5,5.8,90.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2462,15.5,92.4,4.7,72.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2463,20.2,80.5,6.9,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2464,18.4,80.8,4.3,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2465,6.3,98.5,4.4,77.2,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2466,21.1,93.9,4.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2467,21.2,96.2,7.7,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2468,9.7,88.6,4.6,73.5,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2469,15.3,84.5,4.5,85.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2470,19.8,78.6,6.7,75.2,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2471,13.5,91.2,2.4,64.0,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2472,22.5,73.5,3.4,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2473,31.5,95.8,8.1,100.0,A,0,Not at risk,Above 85%,Over 30h,Eligible,B (secondary)
2474,9.5,84.5,7.9,81.5,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2475,5.3,93.9,4.6,60.9,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2476,17.1,95.6,6.4,76.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2477,20.1,80.0,8.7,87.3,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2478,13.4,87.9,6.2,74.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2479,25.2,87.3,5.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2480,5.6,76.4,4.8,74.9,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2481,19.9,99.9,6.2,96.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2482,10.8,90.2,4.6,88.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2483,27.0,78.4,4.6,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2484,28.9,85.8,3.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2485,9.6,76.1,9.1,82.0,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2486,11.2,100.0,8.1,81.2,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2487,21.0,89.9,1.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2488,12.3,86.3,5.5,95.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2489,14.7,78.3,8.6,87.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
2490,15.2,100.0,2.9,95.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2491,1.6,85.8,6.0,61.9,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
2492,14.9,96.8,6.0,78.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2493,10.2,87.3,5.4,73.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2494,11.5,90.3,4.2,94.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
2495,25.1,82.7,8.8,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
2496,6.2,83.0,2.3,72.9,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
2497,20.7,90.4,7.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
2498,13.0,69.2,5.2,97.9,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
