ID,prior_gpa,test_score,attendance_rate,assignment_rate,risk_level,at_risk,risk_label,attendance_band,gpa_band,meets_70_rule,dataset
911,2.38,25,63,75,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
912,2.8,19,70,69,High,1,At risk,50-70%,2.5-3.5,Eligible,A (primary)
913,3.57,30,96,89,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
914,2.07,26,93,94,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
915,2.31,19,72,66,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
916,3.75,27,100,68,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
917,2.0,28,91,90,High,1,At risk,Above 85%,Below 2.0,Eligible,A (primary)
918,3.75,30,87,78,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
919,2.2,29,73,86,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
920,3.9,25,97,50,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
921,3.33,19,98,95,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
922,3.12,26,95,68,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
923,3.37,29,86,51,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
924,3.53,25,70,76,High,1,At risk,50-70%,Above 3.5,Eligible,A (primary)
925,3.59,25,61,72,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
926,2.26,28,90,98,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
927,2.94,30,70,97,High,1,At risk,50-70%,2.5-3.5,Eligible,A (primary)
928,2.43,22,60,67,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
929,2.58,25,71,64,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
930,2.15,20,95,89,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
931,3.64,26,93,96,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
932,3.47,21,99,70,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
933,3.53,19,70,88,High,1,At risk,50-70%,Above 3.5,Eligible,A (primary)
934,2.32,29,71,66,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
935,3.3,24,94,90,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
936,2.56,24,72,71,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
937,3.11,21,69,66,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
938,2.67,24,69,84,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
939,2.15,23,81,51,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
940,3.7,22,72,73,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
941,3.44,23,69,56,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
942,3.72,20,92,51,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
943,2.2,20,65,78,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
944,3.51,30,88,67,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
945,2.05,22,95,55,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
946,2.99,24,71,81,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
947,3.21,21,100,89,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
948,2.1,22,99,79,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
949,3.98,30,92,84,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
950,2.54,23,67,73,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
951,2.23,27,72,58,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
952,3.29,19,85,58,Low,0,Not at risk,70-85%,2.5-3.5,Eligible,A (primary)
953,3.89,28,68,67,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
954,3.88,22,87,94,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
955,3.0,20,90,58,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
956,2.25,24,79,59,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
957,3.14,25,86,78,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
958,3.63,22,86,88,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
959,2.37,26,67,69,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
960,3.15,25,85,84,Low,0,Not at risk,70-85%,2.5-3.5,Eligible,A (primary)
961,2.73,23,70,56,High,1,At risk,50-70%,2.5-3.5,Eligible,A (primary)
962,2.68,26,66,95,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
963,2.99,26,72,88,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
964,2.44,29,87,57,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
965,2.92,24,67,89,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
966,3.56,30,95,70,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
967,2.41,25,77,63,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
968,2.11,26,87,72,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
969,2.75,29,65,65,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
970,3.99,18,95,72,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
971,2.26,21,75,97,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
972,3.57,27,92,95,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
973,2.75,29,69,51,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
974,2.58,22,67,90,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
975,3.36,27,63,56,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
976,3.0,19,93,57,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
977,3.05,19,89,98,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
978,2.44,23,78,81,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
979,2.5,21,68,53,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
980,3.24,24,86,86,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
981,3.53,30,97,91,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
982,2.74,23,71,93,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
983,3.21,24,72,57,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
984,3.72,21,68,82,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
985,3.83,18,85,53,Low,0,Not at risk,70-85%,Above 3.5,Eligible,A (primary)
986,2.32,28,61,90,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
987,2.19,21,67,50,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
988,3.02,28,71,83,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
989,3.37,30,89,60,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
990,3.52,20,98,56,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
991,2.17,22,88,81,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
992,3.03,18,96,82,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
993,3.79,27,94,93,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
994,3.57,27,65,71,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
995,3.35,26,73,55,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
996,3.88,19,93,88,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
997,3.18,28,87,66,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
998,3.11,25,89,67,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
999,3.67,21,92,96,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1000,3.05,20,94,98,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1001,2.1,19,91,66,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1002,3.53,29,87,86,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1003,2.86,27,72,72,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1004,2.28,23,65,82,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1005,2.03,27,73,94,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1006,3.93,24,66,60,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1007,3.83,22,70,55,High,1,At risk,50-70%,Above 3.5,Eligible,A (primary)
1008,3.72,29,97,94,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1009,2.23,23,86,93,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1010,2.34,24,91,77,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1011,3.18,29,85,71,Low,0,Not at risk,70-85%,2.5-3.5,Eligible,A (primary)
1012,3.57,18,90,61,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1013,2.34,18,76,58,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1014,3.48,22,86,72,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1015,3.23,29,93,98,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1016,3.08,26,97,76,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1017,3.13,26,95,68,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1018,2.34,23,99,63,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1019,2.71,27,63,76,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1020,2.46,24,99,87,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1021,3.89,19,92,90,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1022,2.15,20,84,61,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1023,3.74,28,97,93,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1024,2.43,21,72,73,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1025,2.15,27,90,88,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1026,3.21,21,86,98,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1027,3.51,30,98,92,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1028,2.02,23,69,59,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1029,3.49,22,91,79,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1030,2.56,28,64,53,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1031,2.34,29,61,70,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1032,3.25,26,85,64,Low,0,Not at risk,70-85%,2.5-3.5,Eligible,A (primary)
1033,3.45,25,93,65,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1034,3.35,20,71,89,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1035,3.68,20,91,84,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1036,3.98,21,85,99,Low,0,Not at risk,70-85%,Above 3.5,Eligible,A (primary)
1037,2.8,29,62,97,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1038,2.92,21,62,71,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1039,3.59,18,88,55,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1040,3.96,25,62,55,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1041,2.82,22,62,78,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1042,2.33,21,84,52,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1043,3.78,29,70,61,High,1,At risk,50-70%,Above 3.5,Eligible,A (primary)
1044,3.92,21,64,65,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1045,3.51,18,100,85,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1046,3.47,25,74,83,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1047,3.53,21,89,80,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1048,2.26,25,83,95,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1049,2.59,18,73,95,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1050,3.23,21,70,90,High,1,At risk,50-70%,2.5-3.5,Eligible,A (primary)
1051,2.18,27,65,55,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1052,3.91,27,67,52,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1053,3.92,19,91,64,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1054,3.94,26,88,73,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1055,2.84,28,68,89,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1056,2.87,23,62,98,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1057,2.73,26,64,66,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1058,3.61,28,89,93,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1059,3.15,26,97,54,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1060,3.5,29,64,82,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1061,3.09,19,60,76,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1062,2.03,20,69,53,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1063,3.62,26,68,91,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1064,3.92,23,98,92,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1065,2.08,27,89,79,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1066,3.34,24,90,93,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1067,3.04,23,87,99,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1068,3.46,24,99,70,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1069,2.48,20,70,92,High,1,At risk,50-70%,2.0-2.5,Eligible,A (primary)
1070,3.38,30,99,50,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1071,2.41,25,90,88,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1072,3.22,19,95,79,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1073,3.94,21,62,98,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1074,2.49,20,90,87,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1075,2.47,22,76,88,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1076,3.88,23,87,54,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1077,3.59,19,86,52,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1078,3.35,22,63,54,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1079,3.86,19,87,84,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1080,2.19,22,78,90,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1081,3.38,19,63,92,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1082,2.43,29,69,75,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1083,2.44,21,65,56,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1084,2.97,21,68,60,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1085,3.27,30,87,74,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1086,3.26,20,92,52,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1087,2.24,21,77,97,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1088,3.89,23,87,55,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1089,2.51,24,68,87,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1090,3.46,21,65,67,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1091,2.25,28,93,74,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1092,3.47,21,90,80,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1093,3.25,21,93,81,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1094,3.76,29,71,91,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
1095,2.14,21,83,75,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1096,3.26,19,98,93,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1097,2.22,22,94,59,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1098,3.65,29,92,70,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1099,4.0,20,91,56,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1100,3.82,20,88,74,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1101,2.81,23,69,86,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1102,2.35,25,88,97,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1103,2.24,19,88,94,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1104,2.15,30,62,56,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1105,2.46,30,80,56,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1106,2.03,28,97,65,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1107,3.64,27,97,96,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1108,3.76,30,71,84,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
1109,3.76,22,87,76,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1110,3.26,20,62,69,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1111,3.81,27,60,68,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1112,2.48,19,78,90,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1113,3.71,24,67,53,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1114,3.7,30,87,80,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1115,3.77,25,70,61,High,1,At risk,50-70%,Above 3.5,Eligible,A (primary)
1116,3.04,26,63,56,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1117,2.03,18,79,66,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1118,3.41,29,100,56,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1119,3.89,19,65,82,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1120,2.1,25,77,61,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1121,3.71,28,70,83,High,1,At risk,50-70%,Above 3.5,Eligible,A (primary)
1122,3.89,28,68,61,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1123,3.05,30,70,58,High,1,At risk,50-70%,2.5-3.5,Eligible,A (primary)
1124,3.55,23,71,62,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
1125,2.18,24,66,78,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1126,3.73,26,100,74,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1127,2.44,30,66,99,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1128,3.5,23,65,99,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1129,3.12,24,88,62,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1130,2.8,20,74,100,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1131,3.81,22,70,88,High,1,At risk,50-70%,Above 3.5,Eligible,A (primary)
1132,2.18,22,65,75,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1133,3.89,25,98,77,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1134,3.78,21,85,75,Low,0,Not at risk,70-85%,Above 3.5,Eligible,A (primary)
1135,3.91,27,92,73,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1136,2.82,19,63,98,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1137,3.99,25,85,78,Low,0,Not at risk,70-85%,Above 3.5,Eligible,A (primary)
1138,3.52,23,98,71,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1139,3.88,20,94,55,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1140,3.61,29,88,60,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1141,3.43,29,61,73,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1142,3.22,22,63,72,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1143,3.39,26,91,100,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1144,3.82,29,90,65,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1145,3.24,24,85,88,Low,0,Not at risk,70-85%,2.5-3.5,Eligible,A (primary)
1146,2.08,23,96,93,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1147,3.3,29,85,56,Low,0,Not at risk,70-85%,2.5-3.5,Eligible,A (primary)
1148,2.67,25,69,55,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1149,3.84,25,73,99,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
1150,3.44,20,62,85,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1151,2.24,29,98,92,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1152,2.61,19,70,81,High,1,At risk,50-70%,2.5-3.5,Eligible,A (primary)
1153,3.0,21,68,77,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1154,3.12,20,91,77,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1155,2.67,21,62,82,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1156,3.4,20,89,58,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1157,2.99,22,67,73,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1158,3.73,22,94,55,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1159,2.24,20,69,85,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1160,3.01,19,93,58,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1161,3.76,27,100,71,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1162,3.43,19,91,50,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1163,3.03,27,71,72,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1164,3.23,19,86,66,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1165,3.55,20,60,88,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1166,2.23,28,89,55,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1167,2.47,25,69,94,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1168,2.26,26,70,86,High,1,At risk,50-70%,2.0-2.5,Eligible,A (primary)
1169,3.16,19,97,62,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1170,3.63,22,97,88,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1171,3.34,23,96,91,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1172,3.65,28,87,63,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1173,3.12,20,91,79,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1174,2.12,28,98,58,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1175,3.27,21,100,83,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1176,3.28,28,97,91,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1177,3.4,23,89,67,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1178,3.77,22,93,78,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1179,3.36,27,90,99,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1180,2.03,26,83,99,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1181,2.4,27,86,78,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1182,2.23,28,73,84,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1183,3.19,25,85,87,Low,0,Not at risk,70-85%,2.5-3.5,Eligible,A (primary)
1184,3.8,18,62,81,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1185,2.56,27,66,91,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1186,2.81,19,73,94,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1187,3.6,27,90,93,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1188,3.06,26,91,72,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1189,3.18,25,88,79,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1190,3.11,20,99,66,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1191,3.14,24,97,70,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1192,3.93,19,60,99,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1193,3.43,20,89,56,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1194,3.69,28,66,83,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1195,3.73,21,62,92,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1196,3.0,22,95,93,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1197,2.43,20,79,85,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1198,3.45,27,95,87,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1199,2.3,19,93,82,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1200,3.09,27,92,68,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1201,3.42,28,94,87,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1202,3.52,22,89,77,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1203,2.25,20,94,65,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1204,3.38,18,88,83,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1205,2.3,21,73,86,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1206,3.66,19,91,84,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1207,2.44,25,93,73,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1208,3.2,20,74,77,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1209,3.83,20,89,76,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1210,3.79,29,85,52,Low,0,Not at risk,70-85%,Above 3.5,Eligible,A (primary)
